Id,STseg,TTseg,Segmentation,Study,Session,SL,TL,Task,Text,Part,Nedit,Dur,FDur,PreGap,TG300,TD300,TB300,TG500,TD500,TB500,TG1000,TD1000,TB1000,TG2000,TD2000,TB2000,TG5000,TD5000,TB5000,Scatter,FixS,TrtS,FixT,TrtT,ParalFixS,ParalS,ParalFixT,ParalT,Ins,Del,MIns,MDel,AIns,ADel,SIns,SDel,TokS,LenS,TokT,LenT,LenMT,Yawat,String,HTra,HSeg,Hcross,SynSimS,SynSimT,SynSim
2,2,34,paragraph,CREATIVE2,P09_P2,en,zh,P,2,P09,4,2893510,1399456,1396282,1482837,14391,94,1472179,25049,67,1461611,35617,51,1446231,50997,40,1401430,95798,24,36,0,0,0,0,0,0,0,0,188,182,188,182,0,0,0,0,126,696,156,258,0,---,阿桑特_大喊大叫_着_跑_了_出去_。_地狱_是_一个_回声_室_，_到处_都_是_呼号_声_以及_海水_，_还有_叮当作响_的_金属_。_巨大_的_阴影_沿着_舱壁_移动_；_绿色_光网_在_每个_表面_上_闪烁_。_S_ā_ḥ_ilites_从_月亮_池中_升起_，_就_像_从_明亮_的_泻湖_中_升起_的_生物_一样_，_它们_一_出现_就_火光_四射_；_拉希_达_(_Rashida_)_的_中部_在_黑暗_的_薄雾_中_爆炸_，_她_的_上半身_倒_在_甲板_上_。_基托_(_Kito_)_仍_在_往_干_衣架_上_的_捕鱼_枪_走_去_—_—_好像_有些_古董_鱼_贴纸_可能_会_用_它们_的_枪支_、_气动_装置_以及_它们_的_小_弹药筒_抵御_这些_怪物_，_它们_在_你_的_身体_深处_埋藏_着_，_然后_向_你_展示_释放_500_种_大气_对_你_的_内部_有_什么_作用_。,2.2,1.32,0,4.05,2.38,3.22
3,3,35,paragraph,CREATIVE2,P09_P2,en,zh,P,2,P09,3,92382,92382,27707,58337,6338,37,51766,12909,21,46607,18068,13,40471,24204,9,24215,40460,3,9,0,0,0,0,0,0,0,0,75,67,75,67,0,0,0,0,16,56,15,26,0,---,这些_远远_超出_了_阿桑特_的_所有_，_他_仅仅_拥有_他_的_拳头_。,2.71,1.52,0,1.81,2.13,1.97
4,4,36,paragraph,CREATIVE2,P09_P2,en,zh,P,2,P09,5,1339347,1129866,445594,878517,15236,90,869254,24499,66,851004,42749,40,835935,57818,29,819796,73957,24,31,0,0,0,0,0,0,0,0,198,207,198,207,0,0,0,0,89,436,97,163,0,---,他_使用_拳头_。_他_在_最近_的_S_ā_ḥ_ilite_处_启动_，_同时_，_她_在_视线_之内_沿着_Kito_排队_；_随着_甲板_晃动_、_摔落_和_倾斜_，_他_的_身体_疯狂_摇摆_。_海水_冲_过_月亮_池_的_边缘_，_形成_了_横跨_整个_电镀_层_的_层叠_。_阿桑特_在_下山_的_路上_猛烈_击打_入侵者_。_她_的_射门_很_宽_。_一个_蜘蛛网_在_视角_中_绽放_：_即使_玻璃_试图_从_其_边缘_自愈_，_蜘蛛网_中心_也_会_有_一个_细小_的_喷水_口_。,2.48,1.52,0,4.83,4.37,4.6
5,5,37,paragraph,CREATIVE2,P09_P2,en,zh,P,2,P09,2,727782,490864,288450,429538,9794,77,417364,21968,47,405724,33608,30,394349,44983,21,363770,75562,13,21,0,0,0,0,0,0,0,0,153,153,153,153,0,0,0,0,21,107,26,46,0,---,阿桑特_看到_的_最后_一个_东西_，_是_S_ā_ḥ_ilite_潜水服_上_的_沙漠_锤子_图标_，_然后_她_把_他_赶走_了_。,2.16,1.42,0,4.67,4,4.33
1,1,16,sentence,CREATIVE2,P09_P5,en,zh,P,5,P09,5,56369,56369,36049,17883,2437,15,15815,4505,9,11600,8720,4,9122,11198,2,7022,13298,1,4,0,0,0,0,0,0,0,0,31,26,31,26,0,0,0,0,3,18,2,4,0,---,历史_再现,1.96,0,0,1.33,2.5,1.92
2,2,17,sentence,CREATIVE2,P09_P5,en,zh,P,5,P09,4,279714,29660,254260,24366,1088,6,24366,1088,6,23460,1994,5,22376,3078,4,15076,10378,2,2,0,0,0,0,0,0,0,0,19,26,19,26,0,0,0,0,6,28,3,8,0,---,一堂_家庭_历史课,2.18,0.51,0,1.8,2.67,2.23
3,3,18,sentence,CREATIVE2,P09_P5,en,zh,P,5,P09,3,55569,55569,47323,7431,815,4,7431,815,4,6440,1806,3,4878,3368,2,0,8246,0,4,0,0,0,0,0,0,0,0,12,11,12,11,0,0,0,0,11,53,15,21,0,---,你_对_你_叔叔_的_坟墓_所_做_的_事情_是_不可_原谅_的_。,0.87,0.48,0,4.45,2.73,3.59
4,4,19,sentence,CREATIVE2,P09_P5,en,zh,P,5,P09,5,68513,68513,62288,4647,1578,8,2965,3260,4,0,6225,0,0,6225,0,0,6225,0,4,0,0,0,0,0,0,0,0,26,23,26,23,0,0,0,0,8,39,7,13,0,---,你_的_母亲_一如既往_地_自责_。,1.68,0.96,0,2.38,3.14,2.76
5,5,20,sentence,CREATIVE2,P09_P5,en,zh,P,5,P09,2,12820,12820,6692,4282,1846,3,3831,2297,2,3233,2895,1,3233,2895,1,0,6128,0,2,0,0,0,0,0,0,0,0,18,13,18,13,0,0,0,0,12,47,13,19,0,---,她_说_，_你_当时_根本_不_知道_自己_在_做_什么_。,0.53,0.31,0,4.08,5.23,4.66
6,6,21,sentence,CREATIVE2,P09_P5,en,zh,P,5,P09,4,660350,660350,154964,490900,14486,138,477571,27815,105,441482,63904,55,419345,86041,39,358558,146828,19,29,0,0,0,0,0,0,0,0,244,253,244,253,0,0,0,0,36,184,32,54,0,---,我_也许_能_接受_你_把_我_给_你_的_羊角_号_换成_了_eMotive_耳机_，_甚至_能_接受_你_结交_那些_剃光头_发_、_满嘴_脏话_的_年轻_混混_。,1.75,0.86,0,3.83,3.94,3.89
7,7,22,sentence,CREATIVE2,P09_P5,en,zh,P,5,P09,2,277271,277271,2679,270559,4033,20,268830,5762,16,267294,7298,13,262938,11654,10,247945,26647,6,8,0,0,0,0,0,0,0,0,64,59,64,59,0,0,0,0,22,99,27,41,0,---,但是_，_我_永远_不会_原谅_你_游戏机_上_的_纳粹_标志_，_不过_你_是_我_女儿_的_儿子_，_并_不是_我_的_儿子_。,1.56,0.82,0,2.64,1.93,2.28
8,8,23,sentence,CREATIVE2,P09_P5,en,zh,P,5,P09,2,21113,21113,11245,8749,1119,7,6799,3069,2,6248,3620,1,6248,3620,1,6248,3620,1,2,0,0,0,0,0,0,0,0,21,20,21,20,0,0,0,0,7,40,7,13,0,---,也许_这_只是_青春期_的_叛逆_。,0.72,0.45,0,1.29,1.43,1.36
9,9,24,sentence,CREATIVE2,P09_P5,en,zh,P,5,P09,3,116876,116876,93620,21718,1538,12,19131,4125,5,19131,4125,5,17719,5537,4,5140,18116,1,8,0,0,0,0,0,0,0,0,29,25,29,25,0,0,0,0,8,31,8,13,0,---,毕竟_，_你_怎么_知道_历史_呢_？,1.8,0.71,0,3.38,3.25,3.31
10,10,25,sentence,CREATIVE2,P09_P5,en,zh,P,5,P09,4,73356,73356,54669,16529,2158,17,13876,4811,10,10842,7845,6,5094,13593,2,0,18687,0,6,0,0,0,0,0,0,0,0,43,37,43,37,0,0,0,0,11,47,13,24,0,---,现在_都_2017_年_了_，_真的_还有_孩子_了解_历史_吗_？,1.96,0.86,0,5.64,3.69,4.66
11,11,26,sentence,CREATIVE2,P09_P5,en,zh,P,5,P09,2,154573,154573,21881,127007,5685,28,121628,11064,15,119470,13222,12,115028,17664,9,97120,35572,3,8,0,0,0,0,0,0,0,0,83,80,83,80,0,0,0,0,17,94,17,34,0,---,种族灭绝_到底_有_多_可怕_，_远远_不是_历史书籍_和_年代久远_的_照片_能够_传达_的_。,1.97,1.01,0,4.06,3.76,3.91
12,12,27,sentence,CREATIVE2,P09_P5,en,zh,P,5,P09,2,57265,57265,21504,30817,4944,21,27413,8348,12,23574,12187,6,21961,13800,5,12078,23683,1,3,0,0,0,0,0,0,0,0,72,68,72,68,0,0,0,0,10,48,11,18,0,---,你_没有_亲历_其中_；_你_永远_都_无法_理解_。,1.29,0.53,0,1.8,1.64,1.72
13,13,28,sentence,CREATIVE2,P09_P5,en,zh,P,5,P09,3,69384,69384,24866,42389,2129,16,40380,4138,11,38472,6046,8,35158,9360,5,27760,16758,2,8,0,0,0,0,0,0,0,0,37,32,37,32,0,0,0,0,23,105,29,43,0,---,我们_曾_告诉_自己_，_你_是_个_心地善良_的_好_男孩_，_对_你_来说_，_那_是_一段_古老_的_历史_，_抽象_而_不_真实_。,1.22,0.54,0,3.26,2.45,2.85
14,14,29,sentence,CREATIVE2,P09_P5,en,zh,P,5,P09,3,428597,428597,100281,317629,10687,62,311123,17193,45,299353,28963,26,287979,40337,17,275018,53298,13,17,0,0,0,0,0,0,0,0,181,184,181,184,0,0,0,0,30,144,25,44,0,---,我们_两位_医生_对_自我_厌恶_的_犹太人_的_悲惨_典型_很_是_熟悉_，_我们_说服_自己_像_对待_受害者_一样_对待_你_。,1.69,0.9,0,4.03,4.88,4.46
15,15,30,sentence,CREATIVE2,P09_P5,en,zh,P,5,P09,4,240600,240600,136926,95564,8110,33,92473,11201,25,83776,19898,12,77362,26312,7,68855,34819,4,6,0,0,0,0,0,0,0,0,112,107,112,107,0,0,0,0,28,141,27,41,0,---,然后_警察_把_你_从_墓_地带_了_回来_，_你_用_呆滞_、_冷漠_的_眼神_看着_我们_，_我_决定_不再_寻找_借口_了_。,1.23,0.63,0,2.79,2.56,2.67
16,16,31,sentence,CREATIVE2,P09_P5,en,zh,P,5,P09,4,122133,122133,99993,20321,1819,16,18356,3784,11,16062,6078,8,8512,13628,3,0,22140,0,7,0,0,0,0,0,0,0,0,34,31,34,31,0,0,0,0,9,35,9,16,0,---,这个_坟墓_不仅仅_埋葬_着_你_的_叔叔_。,1.29,0.7,0,3,3,3
17,17,32,sentence,CREATIVE2,P09_P5,en,zh,P,5,P09,7,605087,375461,76819,510306,17962,100,497481,30787,68,480418,47850,42,462111,66157,28,424193,104075,15,34,0,0,0,0,0,0,0,0,295,263,295,263,0,0,0,0,17,77,25,41,0,---,还_埋葬_了_其他_600_万_亡魂_，_你_明明_知道_，_却_还_向_他们_吐口_水_，_这_对_你_来说_毫无意义_。,2.1,1.04,0,11.35,6.2,8.78
1,1,33,paragraph,CREATIVE2,P10_P2,en,zh,P,2,P10,1,18486,18486,18486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,5,1,5,0,---,ZeroS,2.55,1.49,0,1,1,1
2,2,34,paragraph,CREATIVE2,P10_P2,en,zh,P,2,P10,3,1860149,1148182,715655,1096863,47631,213,1072721,71773,154,1025824,118670,85,982675,161819,53,932926,211568,38,51,0,0,0,0,0,0,0,0,442,437,442,437,0,0,0,0,126,696,151,250,0,---,Asante_大喊大叫_。_地狱_是_一个_回声_室_，_到处_都_是_呼号_与_海水_，_还有_叮当_乱响_的_金属_。_硕大_的_阴影_沿鼓仓_移动_；_发出_绿色_光_的_网格_在_各个_表面_上_闪烁_。_S_ā_ḥ_ilites_从_月池_中_升起_，_就_像_一些_明亮_的_泻湖_中_的_生物_一样_，_在_出现_发出_火焰_；_Rashida_的_腰部_，_在_黑暗_的_雾气_中_爆炸_，_她_的_上半部_倾倒_在_甲板_上_。_Kito_仍_在_往_干_衣架_上_的_探险_枪_走_去_—_—_仿佛_一些_古董_鱼标_，_可以_用_它们_的_枪_和_气动_装置_以及_它们_的_小_弹壳_（_这些_小_弹壳_，_在_向_你_展示_五百个_未_释放_的_大气压_可以_给_你_身体_内部_造成_何种_影响_之前_，_会_深藏_在_你_的_体内_）_，_挡住_这些_怪兽_，,2.2,1.32,0,5.39,2.82,4.1
3,3,35,paragraph,CREATIVE2,P10_P2,en,zh,P,2,P10,3,23486,23486,1360,18557,3569,11,16685,5441,6,15125,7001,4,12875,9251,2,9844,12282,1,4,0,0,0,0,0,0,0,0,32,25,32,25,0,0,0,0,16,56,10,23,0,---,Asnate_没有_这些_。_他_只有_自己_的_拳头_。,2.71,1.52,0,2.38,4.2,3.29
4,4,36,paragraph,CREATIVE2,P10_P2,en,zh,P,2,P10,5,642364,642364,21492,596178,24694,128,581073,39799,91,558138,62734,57,525024,95848,34,474297,146575,18,32,0,0,0,0,0,0,0,0,239,249,239,249,0,0,0,0,89,436,100,161,0,---,他用_了_拳头_。_她_在_最近_的_S_ā_ḥ_ilite_启动_，_在_她_找齐_时_，_她_看到_了_Kito_，_随着_甲板_的_咆哮_、_急降_和_倾斜_的_侧_道_、_疯狂_的_摆动_。_海水_冲_过_月池_的_边缘_、_形成_了_横跨_整个_电镀_层_的_层叠_。_Asante_在_他_下山_的_路上_，_朝_入侵者_发起_猛击_。_她_的_射击_范围_很_宽_。_一个_蜘蛛网_在_视端_膨胀_；_即使_玻璃_试图_从_其_边缘_愈合_，_其_中心_也_会_有_一个_细小_的_水口_喷发_。,2.48,1.52,0,4.45,3.35,3.9
5,5,37,paragraph,CREATIVE2,P10_P2,en,zh,P,2,P10,5,207696,207696,94069,95531,18096,51,89316,24311,36,78125,35502,20,64837,48790,11,38379,75248,3,13,0,0,0,0,0,0,0,0,134,136,134,136,0,0,0,0,21,107,23,45,0,---,在_将_其_击溃_之前_，_Asante_最后_看到_的_，_是_S_ā_ḥ_ilite_潜水服_上_的_沙漠_之锤_图标_。,2.16,1.42,0,6.05,6.48,6.26
1,1,16,sentence,CREATIVE2,P10_P5,en,zh,P,5,P10,1,103545,103545,99126,4408,11,2,4408,11,2,4408,11,2,2773,1646,1,0,4419,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,3,18,2,4,0,---,重复_过去,1.96,0,0,1,1.5,1.25
2,2,17,sentence,CREATIVE2,P10_P5,en,zh,P,5,P10,4,79141,79141,74686,3741,714,6,1824,2631,1,1824,2631,1,0,4455,0,0,4455,0,4,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,6,28,3,8,0,---,一堂_家庭_历史课,2.18,0.51,0,1.67,2.33,2
3,3,18,sentence,CREATIVE2,P10_P5,en,zh,P,5,P10,4,27008,27008,16003,9226,1779,7,8094,2911,4,7345,3660,3,5677,5328,2,0,11005,0,7,0,0,0,0,0,0,0,0,16,14,16,14,0,0,0,0,11,53,15,21,0,---,你_对_自己_叔叔_坟墓_所_做_的_事_，_是_不可_原谅_的_。,0.87,0.48,0,4.27,3.33,3.8
4,4,19,sentence,CREATIVE2,P10_P5,en,zh,P,5,P10,2,527,527,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,8,39,7,12,0,---,你_的_母亲_总是_责备_自己_。,1.68,0.96,0,2,2.43,2.21
5,5,20,sentence,CREATIVE2,P10_P5,en,zh,P,5,P10,2,15831,15831,13515,1249,1067,3,522,1794,1,0,2316,0,0,2316,0,0,2316,0,2,0,0,0,0,0,0,0,0,4,10,4,10,0,0,0,0,12,47,11,15,0,---,她_说_，_你_不_知道_自己_在_做_什么_。,0.53,0.31,0,2.83,3.55,3.19
6,6,21,sentence,CREATIVE2,P10_P5,en,zh,P,5,P10,4,350936,350936,27237,311721,11978,91,298204,25495,56,278777,44922,28,260812,62887,15,231799,91900,7,17,0,0,0,0,0,0,0,0,144,141,144,141,0,0,0,0,36,184,34,62,0,---,当_你_用_我_给_你_的_shofar_交换_那个_eMotiv_耳机_，_或者_，_甚至_当_你_与_那些_光头_、_满嘴_脏话_的_年轻人_为伍_时_，_我_都_可以_接受_。,1.75,0.86,0,5.33,3.88,4.61
7,7,22,sentence,CREATIVE2,P10_P5,en,zh,P,5,P10,2,37242,37242,29616,7451,175,4,6701,925,2,5813,1813,1,5813,1813,1,5813,1813,1,4,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,22,99,26,36,0,---,我_永远_不会_忘记_你_的_游戏_中_的_那_只_天鹅_，_但_你_是_我_女儿_的_儿子_，_不是_我_的_儿子_。,1.56,0.82,0,2.18,1.92,2.05
8,8,23,sentence,CREATIVE2,P10_P5,en,zh,P,5,P10,2,58343,58343,21403,35255,1685,9,33273,3667,4,31813,5127,2,31813,5127,2,28829,8111,1,2,0,0,0,0,0,0,0,0,16,18,16,18,0,0,0,0,7,40,7,13,0,---,也许_这_只是_青少年_的_叛乱_。,0.72,0.45,0,1.29,1.43,1.36
9,9,24,sentence,CREATIVE2,P10_P5,en,zh,P,5,P10,6,15204,15204,9671,3750,1783,5,3113,2420,3,2583,2950,2,0,5533,0,0,5533,0,6,0,0,0,0,0,0,0,0,24,20,24,20,0,0,0,0,8,31,6,10,0,---,你_究竟_怎么_能_知道_？,1.8,0.71,0,3,3.33,3.17
10,10,25,sentence,CREATIVE2,P10_P5,en,zh,P,5,P10,5,31545,31545,7189,21782,2574,15,19421,4935,9,15321,9035,3,13921,10435,2,13921,10435,2,7,0,0,0,0,0,0,0,0,35,30,35,30,0,0,0,0,11,47,14,24,0,---,现在_，_在_2017_年_，_有_任何_孩子_能_真的_知道_吗_？,1.96,0.86,0,4.27,3.79,4.03
11,11,26,sentence,CREATIVE2,P10_P5,en,zh,P,5,P10,2,118913,118913,74608,40060,4245,26,34283,10022,12,30044,14261,6,27316,16989,4,21379,22926,2,5,0,0,0,0,0,0,0,0,43,53,43,53,0,0,0,0,17,94,9,19,0,---,种族灭绝_远比_历史_书_和_老照片_更为_可怕_。,1.97,1.01,0,1.82,6,3.91
12,12,27,sentence,CREATIVE2,P10_P5,en,zh,P,5,P10,2,2838,2838,704,1597,537,3,751,1383,1,0,2134,0,0,2134,0,0,2134,0,1,0,0,0,0,0,0,0,0,6,5,6,5,0,0,0,0,10,48,9,17,0,---,你_没有_身临其境_，_你_永远_不能_理解_。,1.29,0.53,0,1.3,1.56,1.43
13,13,28,sentence,CREATIVE2,P10_P5,en,zh,P,5,P10,2,49443,49443,12263,36608,572,10,35066,2114,6,34549,2631,5,34549,2631,5,32502,4678,4,7,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,23,105,27,40,0,---,我们_告诉_自己_，_你_在_心里_是_个_好_男孩_，_对_你_来说_，_这是_一段_古老_的_历史_，_抽象_而_不_真实_。,1.22,0.54,0,2.91,2.37,2.64
14,14,29,sentence,CREATIVE2,P10_P5,en,zh,P,5,P10,2,320360,320360,26116,286243,8001,56,276548,17696,32,265061,29183,15,255823,38421,9,253160,41084,8,11,0,0,0,0,0,0,0,0,106,100,106,100,0,0,0,0,30,144,29,52,0,---,我们_两位_医生_，_都_熟悉_自我_厌恶_的_犹太人_的_这种_令人_悲伤_的_性格特征_，_我们_一直_认为_，_会_像_对待_受害者_一样_对待_你_。,1.69,0.9,0,3.23,3.14,3.19
15,15,30,sentence,CREATIVE2,P10_P5,en,zh,P,5,P10,2,39034,39034,20484,16921,1629,7,15539,3011,4,15539,3011,4,13593,4957,3,7037,11513,1,4,0,0,0,0,0,0,0,0,21,16,21,16,0,0,0,0,28,141,29,42,0,---,然后_，_警察_把_你_从_墓_地带_回来_，_你_用_那_沉闷_、_冷漠_的_眼睛_望_着_我们_，_于是_我_不再_寻找_借口_了_。,1.23,0.63,0,2.71,2.34,2.53
16,16,31,sentence,CREATIVE2,P10_P5,en,zh,P,5,P10,1,25630,25630,23727,1097,806,1,1097,806,1,1097,806,1,0,1903,0,0,1903,0,1,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,9,35,8,13,0,---,这_不仅仅_是_你_叔叔_的_坟墓_。,1.29,0.7,0,1.44,1.75,1.6
17,17,32,sentence,CREATIVE2,P10_P5,en,zh,P,5,P10,2,41500,41500,24617,13314,3569,11,11190,5693,5,8948,7935,2,8948,7935,2,6357,10526,1,3,0,0,0,0,0,0,0,0,36,38,36,38,0,0,0,0,17,77,14,27,0,---,你_往_其他_600_万人_身上_吐痰_，_你_知道_，_却_无动于衷_。,2.1,1.04,0,2.59,2.43,2.51
1,1,1,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,0,---,ZeroS,2.55,1.49,0,1,1,1
2,2,2,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,3,181444,181444,148682,30045,2717,6,28956,3806,3,28389,4373,2,28389,4373,2,25866,6896,1,7,0,0,0,0,0,0,0,0,28,24,28,24,0,0,0,0,5,27,7,16,0,---,Asante_叫嚷_着_走_了_出去_。,1.91,1.09,0,3.2,2,2.6
3,3,3,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,4,262355,262355,168455,89127,4773,31,85488,8412,21,77937,15963,10,71873,22027,6,65980,27920,4,11,0,0,0,0,0,0,0,0,81,104,81,104,0,0,0,0,15,73,16,28,0,---,地狱_是_一个_回音_室_，_充满_了_喊叫声_、_海浪声_和_金属_的_叮当声_。,1.51,1,0,1.53,1.38,1.45
4,4,4,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,3,202813,202813,95305,106714,794,5,106358,1150,4,105529,1979,3,104161,3347,2,104161,3347,2,8,0,0,0,0,0,0,0,0,39,11,39,11,0,0,0,0,16,91,17,30,0,---,巨大_的_阴影_沿着_舱壁_移动_；_发出_绿光_的_网状_物在_每个_表面_上_蠕动_。,2.08,1.3,0,2.88,2.71,2.79
5,5,5,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,5,971709,438440,849671,115582,6456,24,113101,8937,18,109581,12457,13,101859,20179,8,94997,27041,6,11,0,0,0,0,0,0,0,0,80,77,80,77,0,0,0,0,35,180,43,73,0,---,S_ā_ḥ_ilite_们_从_月亮_池中_升起_，_就_像_一些_明亮_的_泻湖_中_的_生物_一样_，_他们_一_出现_就_开火_；_Rashida_的_腹部_在_黑雾_中_爆炸_，_她_的_上半身_倒_在_甲板_上_。,1.99,1.22,0,3.06,2.28,2.67
6,6,6,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,7,1063137,1063137,310930,720306,31901,130,708441,43766,101,685072,67135,66,656481,95726,47,599802,152405,28,55,0,0,0,0,0,0,0,0,376,381,376,381,0,0,0,0,55,325,60,103,0,---,Kito_仍_在_费力_地去_拿_干燥_架上_的_鱼枪_—_好像_某个_鱼枪_可以_挡住_这些_怪兽_以及_它们_的_枪_、_气动_装置_以及_小_子弹_，_这些_小_子弹_会_深深地_埋藏_在_你_的_身体_内_，_之后_再_向_你_展示_500_个_迸发_的_气囊_对_你_的_身体_产生_怎样_的_威力_。,2.58,1.5,0,3,2.52,2.76
7,7,7,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,3,44169,44169,28393,14507,1269,10,12931,2845,6,10795,4981,2,10795,4981,2,10795,4981,2,2,0,0,0,0,0,0,0,0,32,17,32,17,0,0,0,0,8,29,6,16,0,---,这比_Asante_厉害_得_多_。,2.84,1.49,0,2.88,4.17,3.52
8,8,8,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,1,28183,28183,27379,539,265,1,539,265,1,0,804,0,0,804,0,0,804,0,1,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,8,27,4,7,0,---,他_只有_拳头_。,2.58,1.55,0,1.25,3.75,2.5
9,9,9,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,10,840413,553702,571288,254637,14488,42,249789,19336,29,243654,25471,19,236505,32620,14,219845,49280,8,12,0,0,0,0,0,0,0,0,160,159,160,159,0,0,0,0,4,14,6,9,0,---,他_使用_他_的_拳头_。,2,1.48,0,2,1,1.5
10,10,10,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,13,1089477,1089477,281418,750915,57144,192,733539,74520,146,693695,114364,89,654336,153723,61,571671,236388,36,56,0,0,0,0,0,0,0,0,652,652,652,652,0,0,0,0,27,140,37,63,0,---,他_扑_向_了_一个_离_他_最近_、_正在_瞄准_Kito_准备_射击_的_S_ā_ḥ_ilite_身上_，_当_甲板_吱_嘎_作响_、_晃动_倾斜_时_，_他_的_身体_晃得_厉害_。,2.76,1.7,0,6.22,3.7,4.96
11,11,11,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,4,194394,194394,181931,9937,2526,5,9537,2926,4,9537,2926,4,7113,5350,2,5066,7397,1,7,0,0,0,0,0,0,0,0,36,42,36,42,0,0,0,0,14,73,14,22,0,---,海水_冲出_了_月亮_池_的_边缘_，_瀑布_般_漫过_了_池面_。,2.12,1.38,0,2.29,2.07,2.18
12,12,12,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,7,379392,379392,272148,96926,10318,27,93479,13765,18,89199,18045,11,83060,24184,7,78408,28836,5,12,0,0,0,0,0,0,0,0,122,129,122,129,0,0,0,0,10,47,5,16,0,---,Asante_一路_猛击_入侵者_。,2.32,1.54,0,1.8,5,3.4
13,13,13,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,4,208104,208104,205129,1078,1897,3,0,2975,0,0,2975,0,0,2975,0,0,2975,0,4,0,0,0,0,0,0,0,0,23,57,23,57,0,0,0,0,5,20,6,9,0,---,她_大_范围_地_扫射_。,2.15,1.32,0,3,2.5,2.75
14,14,14,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,9,494826,494826,271173,208165,15488,48,202422,21231,34,191912,31741,20,180949,42704,13,159820,63833,6,23,0,0,0,0,0,0,0,0,179,143,179,143,0,0,0,0,29,142,23,40,0,---,一个_蜘蛛网_遮盖_了_观察_孔_；_甚至_当_玻璃_试图_从_边缘_愈合_时_，_一股_细细的_水流_从_中心_喷出_。,2.58,1.44,0,3.03,3.73,3.38
15,15,15,sentence,CREATIVE2,P11_P2,en,zh,P,2,P11,10,583124,583124,295979,266248,20897,76,258038,29107,55,245046,42099,37,230910,56235,27,189493,97652,13,25,0,0,0,0,0,0,0,0,264,263,264,263,0,0,0,0,21,107,22,44,0,---,Asante_撤退_之前_，_他_最后_看到_的_是_S_ā_ḥ_ilite_的_潜水衣_上_有_一个_沙漠_锤_标志_。,2.16,1.42,0,4.33,4.95,4.64
1,1,38,paragraph,CREATIVE2,P11_P5,en,zh,P,5,P11,2,38642,38642,26595,10024,2023,5,9260,2787,3,9260,2787,3,9260,2787,3,0,12047,0,2,0,0,0,0,0,0,0,0,23,24,23,24,0,0,0,0,3,18,1,4,0,---,回顾过去,1.96,0,0,1,3,2
2,2,39,paragraph,CREATIVE2,P11_P5,en,zh,P,5,P11,4,149922,149922,144755,5165,2,3,5165,2,3,5165,2,3,2475,2692,1,0,5167,0,2,0,0,0,0,0,0,0,0,7,2,7,2,0,0,0,0,6,28,5,10,0,---,有关_家族史_的_一课_。,2.18,0.51,0,2.67,3.8,3.23
3,3,40,paragraph,CREATIVE2,P11_P5,en,zh,P,5,P11,2,120999,120999,120571,0,428,0,0,428,0,0,428,0,0,428,0,0,428,0,2,0,0,0,0,0,0,0,0,3,219,3,219,0,0,0,0,11,53,12,20,0,---,你_对_你_叔叔_坟墓_的_所作所为_是_不可_原谅_的_。,0.87,0.48,0,3.45,2.92,3.19
